,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,72480,1,1,1
1,72496,1,1,1
2,72513,1,1,1
3,72514,1,1,1
4,72515,1,1,1
5,72526,1,1,1
6,72596,1,1,1
7,72617,1,1,1
8,72620,1,1,1
9,72624,1,1,1
10,72633,1,1,1
11,72689,1,2,0
12,72696,1,1,1
13,72699,1,1,1
14,72702,1,1,1
15,72708,1,1,1
16,72733,1,1,1
17,72747,1,1,1
18,72755,1,1,1
19,72776,1,1,1
20,72781,1,1,1
21,72791,1,1,1
22,72796,1,1,1
23,72815,1,1,1
24,72816,1,0,0
25,72836,1,1,1
26,72857,1,1,1
27,72905,1,1,1
28,72967,1,1,1
29,72991,1,1,1
30,73057,1,1,1
31,73192,1,1,1
32,73217,1,1,1
33,73312,1,1,1
34,73344,1,1,1
35,73346,1,1,1
36,73357,1,1,1
37,73360,1,1,1
38,73363,1,1,1
39,73366,1,1,1
40,73368,1,1,1
41,73390,1,1,1
42,73396,1,0,0
43,73406,1,1,1
44,73417,1,1,1
45,73437,1,1,1
46,73439,1,1,1
47,73443,1,1,1
48,73461,1,1,1
49,73484,1,1,1
50,73510,1,1,1
51,73527,1,1,1
52,73542,1,1,1
53,73547,1,1,1
54,73576,1,1,1
55,73611,1,1,1
56,73634,1,1,1
57,73654,1,1,1
58,73668,1,1,1
59,73685,1,1,1
60,73745,1,1,1
61,73778,1,1,1
62,73787,1,1,1
63,73915,1,1,1
64,73957,1,1,1
65,73966,1,1,1
66,73980,1,1,1
67,74083,1,1,1
68,74084,1,1,1
69,74092,1,2,0
70,74093,1,1,1
71,74115,1,1,1
72,74116,1,1,1
73,74123,1,1,1
74,74201,1,1,1
75,74242,1,1,1
76,74291,1,0,0
77,74313,1,1,1
78,74328,1,1,1
79,74334,1,1,1
80,74356,1,1,1
81,74380,1,1,1
82,74413,1,1,1
83,74424,1,1,1
84,74451,1,1,1
85,74454,1,1,1
86,74456,1,1,1
87,74475,1,0,0
88,74479,1,1,1
89,74512,1,1,1
90,74518,1,1,1
91,74544,1,2,0
92,74562,1,1,1
93,74610,1,1,1
94,74658,1,1,1
95,74691,1,1,1
96,105694,1,1,1
97,105709,1,1,1
98,105711,1,1,1
99,105712,1,1,1
100,105756,1,1,1
101,105790,1,1,1
102,105840,1,1,1
103,105842,1,1,1
104,105856,1,1,1
105,105920,1,1,1
106,105926,1,1,1
107,105965,1,1,1
108,106028,1,0,0
109,106064,1,1,1
110,106111,1,1,1
111,106144,1,1,1
112,106180,1,1,1
113,106217,1,1,1
114,106227,1,1,1
115,106228,1,1,1
