,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,81202,4,4,1
1,81663,4,4,1
2,81711,4,1,0
3,81831,4,1,0
4,81871,4,4,1
5,82025,4,3,0
6,82124,4,4,1
7,82218,4,4,1
8,82277,4,4,1
9,82334,4,4,1
10,83348,4,4,1
11,83439,4,0,0
12,83826,4,0,0
13,83879,4,4,1
14,84099,4,4,1
15,84119,4,4,1
16,84247,4,4,1
17,84315,4,4,1
18,84341,4,4,1
19,84560,4,3,0
20,84602,4,1,0
21,84680,4,4,1
22,84842,4,4,1
23,85063,4,4,1
24,85080,4,4,1
25,85114,4,1,0
26,85256,4,1,0
27,85428,4,4,1
28,85641,4,4,1
29,86135,4,0,0
30,86280,4,4,1
31,86328,4,4,1
32,86371,4,4,1
33,86556,4,4,1
34,86564,4,4,1
35,86612,4,0,0
36,86667,4,4,1
37,86693,4,4,1
38,86787,4,4,1
39,86895,4,1,0
40,86943,4,4,1
41,87071,4,4,1
42,87296,4,4,1
43,87327,4,4,1
44,107909,4,4,1
45,107917,4,1,0
46,108058,4,4,1
47,108230,4,1,0
48,108280,4,4,1
49,108362,4,4,1
50,108409,4,4,1
51,108416,4,4,1
52,108437,4,4,1
53,108496,4,1,0
54,108810,4,4,1
55,108954,4,4,1
56,108957,4,0,0
