,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,129,0,0,1
1,2572,0,2,0
2,2848,0,2,0
3,5023,0,4,0
4,5413,0,0,1
5,6226,0,0,1
6,7177,0,0,1
7,9742,0,2,0
8,10001,0,0,1
9,11055,0,2,0
10,11131,0,4,0
11,12425,0,4,0
12,12740,0,0,1
13,14722,0,1,0
14,15066,0,2,0
15,15094,0,2,0
16,16139,0,2,0
17,16451,0,2,0
18,17095,0,2,0
19,20315,0,2,0
20,20562,0,0,1
21,20564,0,2,0
22,22116,0,0,1
23,22687,0,0,1
24,22966,0,2,0
25,23104,0,0,1
26,26016,0,1,0
27,27613,0,0,1
28,28695,0,0,1
29,29373,0,0,1
30,29951,0,0,1
31,30154,0,0,1
32,30235,0,2,0
33,30876,0,0,1
34,32359,0,2,0
35,32533,0,2,0
36,33044,0,0,1
37,34005,0,2,0
38,36131,0,0,1
39,37494,0,0,1
40,38542,0,2,0
41,39818,0,0,1
42,42032,0,0,1
43,43361,0,0,1
44,43461,0,2,0
45,45546,0,0,1
46,46020,0,0,1
47,46893,0,2,0
48,47770,0,2,0
49,48587,0,0,1
50,48743,0,2,0
51,48963,0,4,0
52,49133,0,2,0
53,49239,0,0,1
54,51668,0,2,0
55,53868,0,2,0
56,54232,0,2,0
57,55161,0,2,0
58,56256,0,2,0
59,57026,0,4,0
60,58167,0,2,0
61,58650,0,1,0
62,60717,0,2,0
63,62328,0,2,0
64,62785,0,2,0
65,64956,0,2,0
66,64958,0,0,1
67,64984,0,0,1
68,65579,0,2,0
69,67035,0,2,0
70,67937,0,2,0
71,68129,0,0,1
72,68709,0,0,1
73,70631,0,2,0
74,70732,0,0,1
75,71164,0,2,0
76,72368,0,0,1
77,87900,0,2,0
78,89233,0,2,0
79,91031,0,2,0
80,91275,0,1,0
81,93073,0,0,1
82,93363,0,0,1
83,96848,0,2,0
84,99968,0,0,1
85,100371,0,4,0
86,100639,0,0,1
87,101931,0,0,1
88,102029,0,2,0
89,104738,0,0,1
90,105057,0,2,0
