,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,72475,1,1,1
1,72480,1,1,1
2,72496,1,1,1
3,72513,1,1,1
4,72514,1,1,1
5,72520,1,1,1
6,72561,1,1,1
7,72571,1,1,1
8,72596,1,1,1
9,72633,1,1,1
10,72699,1,1,1
11,72702,1,1,1
12,72708,1,1,1
13,72747,1,1,1
14,72755,1,1,1
15,72776,1,1,1
16,72781,1,1,1
17,72791,1,1,1
18,72796,1,1,1
19,72815,1,1,1
20,72836,1,1,1
21,72857,1,1,1
22,72905,1,1,1
23,72912,1,1,1
24,72991,1,1,1
25,73057,1,1,1
26,73149,1,1,1
27,73217,1,1,1
28,73257,1,2,0
29,73312,1,1,1
30,73344,1,1,1
31,73357,1,1,1
32,73368,1,1,1
33,73390,1,1,1
34,73406,1,1,1
35,73417,1,1,1
36,73437,1,1,1
37,73439,1,1,1
38,73443,1,1,1
39,73461,1,1,1
40,73510,1,1,1
41,73542,1,1,1
42,73547,1,1,1
43,73574,1,0,0
44,73576,1,1,1
45,73611,1,1,1
46,73624,1,1,1
47,73634,1,1,1
48,73654,1,1,1
49,73663,1,2,0
50,73695,1,2,0
51,73724,1,1,1
52,73745,1,1,1
53,73787,1,1,1
54,73915,1,1,1
55,73957,1,1,1
56,73966,1,1,1
57,73980,1,1,1
58,74010,1,1,1
59,74083,1,1,1
60,74084,1,1,1
61,74093,1,1,1
62,74116,1,1,1
63,74123,1,1,1
64,74201,1,1,1
65,74228,1,1,1
66,74242,1,1,1
67,74313,1,1,1
68,74328,1,1,1
69,74334,1,1,1
70,74380,1,1,1
71,74408,1,0,0
72,74413,1,1,1
73,74424,1,1,1
74,74451,1,1,1
75,74454,1,1,1
76,74456,1,1,1
77,74479,1,1,1
78,74512,1,1,1
79,74518,1,1,1
80,74562,1,1,1
81,74610,1,1,1
82,74658,1,1,1
83,74674,1,1,1
84,74691,1,1,1
85,105694,1,1,1
86,105709,1,1,1
87,105711,1,1,1
88,105712,1,1,1
89,105727,1,1,1
90,105756,1,1,1
91,105790,1,1,1
92,105809,1,1,1
93,105835,1,1,1
94,105842,1,1,1
95,105856,1,1,1
96,105926,1,1,1
97,105965,1,1,1
98,106019,1,1,1
99,106064,1,1,1
100,106074,1,1,1
101,106111,1,1,1
102,106118,1,1,1
103,106140,1,1,1
104,106144,1,1,1
105,106173,1,1,1
106,106180,1,1,1
107,106217,1,1,1
108,106227,1,1,1
109,106228,1,1,1
