,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,81182,4,4,1
1,81241,4,4,1
2,81250,4,4,1
3,81293,4,4,1
4,81376,4,4,1
5,81401,4,4,1
6,81487,4,4,1
7,81512,4,4,1
8,81658,4,0,0
9,81711,4,2,0
10,81778,4,0,0
11,81806,4,4,1
12,81851,4,0,0
13,81899,4,4,1
14,81948,4,4,1
15,81956,4,4,1
16,81970,4,4,1
17,81973,4,4,1
18,81986,4,4,1
19,82016,4,4,1
20,82099,4,4,1
21,82117,4,4,1
22,82144,4,0,0
23,82145,4,4,1
24,82197,4,0,0
25,82202,4,0,0
26,82336,4,4,1
27,82387,4,4,1
28,82393,4,4,1
29,82404,4,4,1
30,82489,4,0,0
31,82629,4,4,1
32,82677,4,0,0
33,82703,4,4,1
34,82712,4,3,0
35,82736,4,0,0
36,82757,4,4,1
37,82781,4,4,1
38,82825,4,4,1
39,82838,4,0,0
40,82845,4,0,0
41,82882,4,4,1
42,82950,4,4,1
43,83144,4,4,1
44,83164,4,4,1
45,83197,4,4,1
46,83243,4,4,1
47,83366,4,4,1
48,83440,4,1,0
49,83573,4,4,1
50,83599,4,4,1
51,83836,4,0,0
52,83879,4,4,1
53,83916,4,4,1
54,84089,4,4,1
55,84129,4,4,1
56,84194,4,0,0
57,84223,4,4,1
58,84266,4,4,1
59,84364,4,4,1
60,84367,4,4,1
61,84481,4,0,0
62,84497,4,4,1
63,84557,4,4,1
64,84599,4,1,0
65,84613,4,0,0
66,84626,4,4,1
67,84637,4,1,0
68,84682,4,4,1
69,84690,4,0,0
70,84744,4,0,0
71,84778,4,4,1
72,84835,4,4,1
73,84844,4,4,1
74,84876,4,0,0
75,84909,4,4,1
76,84939,4,4,1
77,85142,4,4,1
78,85149,4,0,0
79,85179,4,0,0
80,85180,4,1,0
81,85203,4,4,1
82,85357,4,0,0
83,85413,4,4,1
84,85416,4,0,0
85,85428,4,4,1
86,85519,4,0,0
87,85529,4,2,0
88,85565,4,0,0
89,85622,4,4,1
90,85627,4,4,1
91,85644,4,0,0
92,85699,4,4,1
93,85708,4,0,0
94,85803,4,0,0
95,85944,4,1,0
96,85970,4,0,0
97,85994,4,4,1
98,86011,4,0,0
99,86059,4,0,0
100,86109,4,1,0
101,86110,4,4,1
102,86197,4,4,1
103,86211,4,4,1
104,86281,4,4,1
105,86379,4,4,1
106,86392,4,4,1
107,86456,4,4,1
108,86476,4,4,1
109,86717,4,0,0
110,86774,4,0,0
111,86787,4,3,0
112,86842,4,4,1
113,86888,4,1,0
114,86935,4,4,1
115,86939,4,4,1
116,87006,4,4,1
117,87040,4,4,1
118,87071,4,2,0
119,87074,4,4,1
120,87105,4,4,1
121,87295,4,0,0
122,87356,4,4,1
123,87390,4,4,1
124,87514,4,4,1
125,87549,4,4,1
126,107873,4,4,1
127,107889,4,2,0
128,107946,4,0,0
129,107952,4,4,1
130,107970,4,0,0
131,108069,4,4,1
132,108073,4,4,1
133,108084,4,4,1
134,108085,4,4,1
135,108181,4,4,1
136,108250,4,4,1
137,108288,4,2,0
138,108376,4,4,1
139,108454,4,4,1
140,108492,4,4,1
141,108508,4,4,1
142,108619,4,0,0
143,108654,4,4,1
144,108680,4,4,1
145,108700,4,0,0
146,108712,4,4,1
147,108803,4,4,1
148,108846,4,4,1
149,108889,4,4,1
150,108965,4,4,1
151,109068,4,0,0
152,109375,4,1,0
153,109381,4,0,0
