,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,637,0,0,1
1,860,0,0,1
2,2188,0,0,1
3,2224,0,0,1
4,3709,0,0,1
5,4585,0,0,1
6,5826,0,0,1
7,7827,0,0,1
8,8073,0,0,1
9,9107,0,0,1
10,10069,0,3,0
11,10155,0,0,1
12,10514,0,0,1
13,11091,0,0,1
14,11109,0,0,1
15,12425,0,2,0
16,12944,0,0,1
17,14365,0,0,1
18,14543,0,0,1
19,14653,0,0,1
20,14906,0,0,1
21,14929,0,0,1
22,15019,0,0,1
23,15350,0,0,1
24,15564,0,0,1
25,15873,0,0,1
26,16244,0,0,1
27,16858,0,0,1
28,17194,0,2,0
29,18155,0,0,1
30,18171,0,0,1
31,18403,0,0,1
32,18410,0,0,1
33,18422,0,0,1
34,18839,0,0,1
35,18942,0,0,1
36,19034,0,0,1
37,19292,0,0,1
38,19321,0,0,1
39,19712,0,0,1
40,20675,0,3,0
41,20811,0,0,1
42,20828,0,0,1
43,20953,0,0,1
44,21071,0,0,1
45,21433,0,0,1
46,21929,0,0,1
47,22253,0,0,1
48,22862,0,0,1
49,23479,0,2,0
50,24110,0,0,1
51,24262,0,0,1
52,24300,0,4,0
53,25495,0,0,1
54,25896,0,0,1
55,27613,0,2,0
56,27738,0,0,1
57,29141,0,0,1
58,29190,0,0,1
59,29310,0,0,1
60,29808,0,0,1
61,30154,0,0,1
62,30231,0,0,1
63,31020,0,0,1
64,31316,0,0,1
65,31786,0,0,1
66,32095,0,0,1
67,33007,0,0,1
68,33411,0,0,1
69,33531,0,0,1
70,33853,0,0,1
71,34001,0,0,1
72,34359,0,0,1
73,34364,0,0,1
74,35648,0,2,0
75,35651,0,0,1
76,35820,0,0,1
77,36428,0,0,1
78,36668,0,0,1
79,37764,0,0,1
80,38211,0,0,1
81,38549,0,0,1
82,39221,0,0,1
83,39709,0,0,1
84,40991,0,0,1
85,41011,0,0,1
86,41626,0,0,1
87,41919,0,0,1
88,42028,0,0,1
89,42597,0,1,0
90,43481,0,0,1
91,44733,0,0,1
92,45820,0,0,1
93,46022,0,0,1
94,46045,0,0,1
95,46529,0,2,0
96,46735,0,0,1
97,46753,0,0,1
98,47175,0,0,1
99,48729,0,0,1
100,49447,0,0,1
101,49985,0,0,1
102,50198,0,0,1
103,50332,0,0,1
104,50846,0,0,1
105,50963,0,0,1
106,51678,0,0,1
107,51992,0,0,1
108,52402,0,0,1
109,52550,0,1,0
110,52679,0,0,1
111,53051,0,2,0
112,53146,0,0,1
113,53842,0,0,1
114,54041,0,2,0
115,54716,0,0,1
116,55646,0,0,1
117,55761,0,0,1
118,55905,0,0,1
119,56071,0,2,0
120,56238,0,0,1
121,57077,0,0,1
122,57982,0,0,1
123,58051,0,2,0
124,58392,0,0,1
125,59263,0,0,1
126,60084,0,0,1
127,60658,0,0,1
128,61879,0,2,0
129,61922,0,0,1
130,62347,0,0,1
131,63513,0,0,1
132,63753,0,0,1
133,64260,0,0,1
134,64883,0,0,1
135,65865,0,0,1
136,65926,0,0,1
137,65970,0,0,1
138,66143,0,0,1
139,66435,0,0,1
140,67366,0,3,0
141,68565,0,0,1
142,68595,0,0,1
143,69185,0,2,0
144,70453,0,0,1
145,70861,0,0,1
146,71779,0,0,1
147,71816,0,2,0
148,88156,0,0,1
149,88612,0,0,1
150,88971,0,0,1
151,88993,0,0,1
152,89011,0,0,1
153,89132,0,0,1
154,89623,0,0,1
155,89928,0,0,1
156,90038,0,0,1
157,90039,0,0,1
158,90050,0,3,0
159,90747,0,2,0
160,90877,0,0,1
161,90964,0,0,1
162,91550,0,2,0
163,92127,0,0,1
164,92446,0,0,1
165,93078,0,0,1
166,93969,0,0,1
167,94053,0,0,1
168,94487,0,2,0
169,94516,0,0,1
170,94612,0,0,1
171,94790,0,0,1
172,94938,0,0,1
173,95121,0,0,1
174,96112,0,0,1
175,96120,0,0,1
176,96243,0,0,1
177,96514,0,0,1
178,97081,0,2,0
179,97192,0,2,0
180,97890,0,0,1
181,97997,0,0,1
182,98042,0,0,1
183,98183,0,0,1
184,98422,0,0,1
185,98454,0,0,1
186,98704,0,0,1
187,99616,0,0,1
188,99759,0,0,1
189,100062,0,0,1
190,100371,0,2,0
191,101426,0,0,1
192,102158,0,0,1
193,103090,0,2,0
194,103380,0,0,1
195,103416,0,0,1
196,104149,0,0,1
197,104324,0,0,1
198,104328,0,0,1
199,104379,0,0,1
200,104586,0,0,1
201,104698,0,0,1
202,105101,0,0,1
