,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,81293,4,4,1
1,81851,4,0,0
2,82016,4,4,1
3,82144,4,0,0
4,82197,4,0,0
5,82387,4,4,1
6,82489,4,0,0
7,82757,4,4,1
8,82781,4,4,1
9,83144,4,4,1
10,83164,4,4,1
11,83243,4,4,1
12,83366,4,4,1
13,83440,4,1,0
14,83599,4,4,1
15,83836,4,0,0
16,84129,4,4,1
17,84194,4,0,0
18,84364,4,4,1
19,84613,4,0,0
20,84626,4,4,1
21,84682,4,4,1
22,84690,4,0,0
23,85149,4,0,0
24,85203,4,4,1
25,85357,4,0,0
26,85519,4,0,0
27,85627,4,4,1
28,85803,4,0,0
29,85970,4,0,0
30,86110,4,4,1
31,87006,4,4,1
32,107970,4,0,0
33,108085,4,4,1
34,108181,4,4,1
35,108288,4,2,0
36,108619,4,0,0
37,108654,4,4,1
38,108803,4,4,1
39,109375,4,1,0
40,109381,4,0,0
