,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,74733,2,2,1
1,74741,2,2,1
2,74750,2,2,1
3,74769,2,2,1
4,74780,2,2,1
5,74787,2,3,0
6,74789,2,2,1
7,74812,2,2,1
8,74816,2,2,1
9,74845,2,2,1
10,74852,2,2,1
11,74865,2,2,1
12,74875,2,2,1
13,74894,2,2,1
14,74910,2,2,1
15,74913,2,2,1
16,74931,2,2,1
17,74940,2,2,1
18,74957,2,2,1
19,74971,2,2,1
20,74978,2,2,1
21,74986,2,2,1
22,75014,2,2,1
23,75046,2,2,1
24,75054,2,3,0
25,75059,2,2,1
26,75070,2,2,1
27,75074,2,2,1
28,75075,2,2,1
29,75105,2,2,1
30,75113,2,2,1
31,75138,2,2,1
32,75152,2,1,0
33,75156,2,2,1
34,75161,2,2,1
35,75164,2,2,1
36,75165,2,2,1
37,75174,2,2,1
38,75205,2,2,1
39,75206,2,2,1
40,75232,2,2,1
41,75233,2,2,1
42,75242,2,2,1
43,75245,2,2,1
44,75249,2,2,1
45,75252,2,2,1
46,75256,2,2,1
47,75272,2,2,1
48,75274,2,2,1
49,75290,2,2,1
50,75293,2,2,1
51,75303,2,3,0
52,75311,2,2,1
53,75325,2,2,1
54,75345,2,2,1
55,75365,2,2,1
56,75387,2,2,1
57,75412,2,2,1
58,75430,2,2,1
59,75450,2,2,1
60,75459,2,2,1
61,75460,2,2,1
62,75461,2,2,1
63,75477,2,2,1
64,75502,2,2,1
65,75526,2,2,1
66,75534,2,2,1
67,75551,2,2,1
68,75563,2,1,0
69,75586,2,2,1
70,75590,2,2,1
71,75600,2,2,1
72,75606,2,2,1
73,75610,2,2,1
74,75612,2,2,1
75,75623,2,2,1
76,75624,2,2,1
77,75640,2,2,1
78,75650,2,2,1
79,75664,2,2,1
80,75673,2,2,1
81,75684,2,2,1
82,75717,2,2,1
83,75722,2,2,1
84,75743,2,2,1
85,75751,2,2,1
86,75752,2,2,1
87,75775,2,1,0
88,75793,2,2,1
89,75799,2,2,1
90,75815,2,3,0
91,75831,2,2,1
92,75835,2,2,1
93,75873,2,2,1
94,75891,2,2,1
95,75927,2,2,1
96,75937,2,2,1
97,75947,2,2,1
98,75974,2,2,1
99,75990,2,2,1
100,76048,2,2,1
101,76060,2,3,0
102,76068,2,2,1
103,76090,2,2,1
104,76093,2,2,1
105,76096,2,2,1
106,76098,2,2,1
107,76108,2,2,1
108,76109,2,2,1
109,76123,2,2,1
110,76129,2,2,1
111,76139,2,2,1
112,76154,2,2,1
113,76156,2,2,1
114,76162,2,2,1
115,76163,2,2,1
116,76189,2,0,0
117,76202,2,2,1
118,76216,2,2,1
119,76217,2,3,0
120,76225,2,2,1
121,76232,2,2,1
122,76268,2,2,1
123,76282,2,2,1
124,76290,2,2,1
125,76300,2,2,1
126,76308,2,2,1
127,76312,2,3,0
128,76335,2,2,1
129,76339,2,2,1
130,76379,2,2,1
131,76381,2,2,1
132,76390,2,3,0
133,76402,2,2,1
134,76416,2,1,0
135,76422,2,2,1
136,76431,2,3,0
137,76442,2,2,1
138,76445,2,2,1
139,76494,2,2,1
140,76499,2,2,1
141,76509,2,2,1
142,76512,2,2,1
143,76523,2,2,1
144,76527,2,2,1
145,76554,2,2,1
146,76568,2,2,1
147,76575,2,0,0
148,76590,2,2,1
149,76606,2,2,1
150,76612,2,1,0
151,76613,2,2,1
152,76654,2,2,1
153,76690,2,1,0
154,76693,2,2,1
155,76699,2,2,1
156,76715,2,2,1
157,76731,2,2,1
158,76757,2,2,1
159,76767,2,2,1
160,76778,2,2,1
161,76801,2,2,1
162,76803,2,2,1
163,76821,2,2,1
164,76826,2,2,1
165,76852,2,2,1
166,76859,2,2,1
167,76864,2,2,1
168,76875,2,2,1
169,76905,2,2,1
170,76910,2,3,0
171,76915,2,2,1
172,76917,2,2,1
173,76924,2,2,1
174,77002,2,2,1
175,77008,2,2,1
176,77013,2,2,1
177,77016,2,2,1
178,77021,2,2,1
179,77024,2,2,1
180,77028,2,3,0
181,77047,2,2,1
182,77050,2,2,1
183,77059,2,2,1
184,77070,2,2,1
185,77089,2,2,1
186,77091,2,2,1
187,77099,2,2,1
188,77116,2,2,1
189,77122,2,2,1
190,77184,2,2,1
191,77200,2,2,1
192,77205,2,2,1
193,77208,2,2,1
194,77211,2,2,1
195,77215,2,2,1
196,77216,2,2,1
197,77219,2,2,1
198,77226,2,2,1
199,77241,2,2,1
200,77267,2,2,1
201,77271,2,2,1
202,77282,2,2,1
203,77283,2,2,1
204,77310,2,2,1
205,77340,2,2,1
206,77344,2,2,1
207,77358,2,2,1
208,77413,2,2,1
209,77418,2,0,0
210,77458,2,2,1
211,77469,2,2,1
212,77480,2,2,1
213,77484,2,2,1
214,77488,2,2,1
215,77496,2,2,1
216,77501,2,2,1
217,77519,2,2,1
218,77526,2,2,1
219,77564,2,2,1
220,77566,2,2,1
221,77589,2,2,1
222,77593,2,2,1
223,77604,2,1,0
224,77648,2,2,1
225,77723,2,2,1
226,77733,2,1,0
227,77772,2,0,0
228,77775,2,2,1
229,77794,2,2,1
230,77821,2,2,1
231,77833,2,2,1
232,77846,2,2,1
233,77857,2,2,1
234,77872,2,2,1
235,77874,2,1,0
236,77891,2,2,1
237,77892,2,2,1
238,77893,2,2,1
239,77898,2,2,1
240,77913,2,2,1
241,77920,2,2,1
242,77926,2,2,1
243,77936,2,2,1
244,77951,2,2,1
245,77957,2,2,1
246,77974,2,2,1
247,77982,2,3,0
248,78000,2,2,1
249,78012,2,2,1
250,78014,2,2,1
251,78018,2,2,1
252,78083,2,2,1
253,78093,2,2,1
254,78108,2,2,1
255,78118,2,1,0
256,78124,2,2,1
257,78142,2,2,1
258,78152,2,2,1
259,78160,2,2,1
260,78170,2,2,1
261,78181,2,2,1
262,78209,2,2,1
263,78210,2,2,1
264,78212,2,2,1
265,78214,2,2,1
266,78242,2,2,1
267,78248,2,2,1
268,78262,2,2,1
269,78285,2,2,1
270,78290,2,2,1
271,78298,2,2,1
272,78310,2,2,1
273,78313,2,2,1
274,78314,2,2,1
275,78324,2,2,1
276,78337,2,2,1
277,78345,2,2,1
278,78365,2,2,1
279,78378,2,2,1
280,78386,2,2,1
281,78395,2,2,1
282,78398,2,2,1
283,78404,2,2,1
284,78432,2,2,1
285,78438,2,2,1
286,78448,2,2,1
287,78497,2,2,1
288,78500,2,2,1
289,78549,2,2,1
290,78577,2,2,1
291,78582,2,2,1
292,78606,2,2,1
293,78608,2,2,1
294,78633,2,2,1
295,78654,2,2,1
296,78660,2,2,1
297,78674,2,2,1
298,78703,2,2,1
299,78715,2,2,1
300,78738,2,2,1
301,78745,2,2,1
302,78751,2,2,1
303,78758,2,2,1
304,78790,2,2,1
305,78793,2,2,1
306,78799,2,2,1
307,78802,2,2,1
308,78807,2,2,1
309,78815,2,2,1
310,78826,2,2,1
311,78828,2,2,1
312,78837,2,2,1
313,78851,2,2,1
314,78853,2,2,1
315,78862,2,2,1
316,78865,2,3,0
317,78887,2,3,0
318,78907,2,2,1
319,78908,2,2,1
320,78955,2,2,1
321,78961,2,3,0
322,78983,2,2,1
323,78984,2,2,1
324,78985,2,2,1
325,78996,2,2,1
326,79000,2,4,0
327,79005,2,2,1
328,79031,2,2,1
329,79038,2,2,1
330,79054,2,2,1
331,79059,2,2,1
332,79072,2,2,1
333,79076,2,2,1
334,79111,2,2,1
335,79142,2,2,1
336,79158,2,2,1
337,79182,2,2,1
338,79216,2,2,1
339,79220,2,2,1
340,79257,2,2,1
