,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,6,0,0,1
1,7,0,0,1
2,9,0,0,1
3,12,0,0,1
4,14,0,0,1
5,21,0,0,1
6,23,0,0,1
7,28,0,0,1
8,31,0,0,1
9,32,0,0,1
10,42,0,0,1
11,47,0,0,1
12,49,0,0,1
13,52,0,0,1
14,55,0,0,1
15,60,0,0,1
16,62,0,0,1
17,65,0,0,1
18,66,0,0,1
19,68,0,0,1
20,78,0,0,1
21,82,0,0,1
22,83,0,0,1
23,84,0,0,1
24,91,0,0,1
25,96,0,0,1
26,97,0,0,1
27,101,0,3,0
28,103,0,2,0
29,108,0,0,1
30,116,0,0,1
31,120,0,0,1
32,122,0,0,1
33,123,0,0,1
34,129,0,1,0
35,133,0,0,1
36,135,0,1,0
37,146,0,0,1
38,147,0,0,1
39,152,0,0,1
40,153,0,0,1
41,154,0,0,1
42,158,0,0,1
43,159,0,0,1
44,166,0,0,1
45,168,0,0,1
46,169,0,0,1
47,173,0,2,0
48,187,0,0,1
49,193,0,0,1
50,197,0,0,1
51,203,0,0,1
52,204,0,0,1
53,214,0,0,1
54,225,0,0,1
55,229,0,0,1
56,234,0,0,1
57,235,0,1,0
58,237,0,0,1
59,238,0,0,1
60,243,0,0,1
61,254,0,0,1
62,255,0,0,1
63,258,0,0,1
64,261,0,0,1
65,263,0,0,1
66,266,0,1,0
67,267,0,0,1
68,268,0,0,1
69,275,0,0,1
70,277,0,0,1
71,287,0,0,1
72,294,0,1,0
73,298,0,0,1
74,307,0,0,1
75,319,0,0,1
76,320,0,0,1
77,321,0,0,1
78,325,0,0,1
79,327,0,0,1
80,332,0,0,1
81,333,0,0,1
82,334,0,0,1
83,336,0,1,0
84,341,0,0,1
85,342,0,1,0
86,350,0,0,1
87,356,0,0,1
88,357,0,0,1
89,358,0,0,1
90,359,0,0,1
91,361,0,0,1
92,366,0,0,1
93,369,0,0,1
94,372,0,0,1
95,374,0,0,1
96,376,0,0,1
97,381,0,1,0
98,382,0,0,1
99,392,0,0,1
100,396,0,0,1
101,397,0,0,1
102,399,0,0,1
103,402,0,0,1
104,410,0,0,1
105,413,0,1,0
106,414,0,0,1
107,415,0,0,1
108,416,0,0,1
109,422,0,0,1
110,423,0,0,1
111,439,0,0,1
112,440,0,0,1
113,443,0,0,1
114,445,0,0,1
115,447,0,0,1
116,450,0,0,1
117,453,0,0,1
118,455,0,0,1
119,458,0,0,1
120,463,0,0,1
121,464,0,0,1
122,470,0,0,1
123,472,0,0,1
124,481,0,1,0
125,483,0,1,0
126,489,0,0,1
127,490,0,0,1
128,492,0,0,1
129,494,0,0,1
130,495,0,0,1
131,498,0,0,1
132,500,0,0,1
133,501,0,0,1
134,519,0,0,1
135,522,0,0,1
136,535,0,0,1
137,536,0,0,1
138,546,0,0,1
139,549,0,0,1
140,550,0,0,1
141,552,0,0,1
142,554,0,0,1
143,558,0,0,1
144,561,0,0,1
145,562,0,0,1
146,564,0,0,1
147,571,0,0,1
148,576,0,1,0
149,583,0,0,1
150,586,0,0,1
151,589,0,0,1
152,597,0,0,1
153,602,0,0,1
154,608,0,1,0
155,609,0,0,1
156,610,0,0,1
157,615,0,0,1
158,618,0,0,1
159,619,0,0,1
160,621,0,0,1
161,624,0,1,0
162,625,0,0,1
163,629,0,0,1
164,632,0,0,1
165,637,0,0,1
166,639,0,0,1
167,640,0,0,1
168,641,0,0,1
169,643,0,0,1
170,645,0,0,1
171,646,0,0,1
172,649,0,0,1
173,658,0,0,1
174,659,0,0,1
175,667,0,0,1
176,668,0,0,1
177,669,0,0,1
178,671,0,0,1
179,672,0,0,1
180,673,0,0,1
181,684,0,0,1
182,691,0,0,1
183,693,0,0,1
184,700,0,0,1
185,703,0,0,1
186,704,0,0,1
187,706,0,0,1
188,711,0,0,1
189,712,0,0,1
190,713,0,0,1
191,715,0,0,1
192,716,0,0,1
193,720,0,0,1
194,725,0,0,1
195,731,0,0,1
196,743,0,0,1
197,749,0,0,1
198,752,0,2,0
199,753,0,0,1
200,756,0,0,1
201,757,0,0,1
202,760,0,0,1
203,764,0,0,1
204,767,0,0,1
205,768,0,0,1
206,771,0,0,1
207,773,0,0,1
208,780,0,0,1
209,785,0,0,1
210,790,0,0,1
211,791,0,1,0
212,794,0,0,1
213,798,0,0,1
214,799,0,0,1
215,802,0,0,1
216,813,0,0,1
217,815,0,1,0
218,817,0,0,1
219,821,0,0,1
220,822,0,0,1
221,828,0,0,1
222,829,0,1,0
223,831,0,0,1
224,832,0,0,1
225,850,0,1,0
226,851,0,0,1
227,856,0,0,1
228,860,0,0,1
229,863,0,0,1
230,866,0,0,1
231,870,0,0,1
232,872,0,0,1
233,882,0,0,1
234,883,0,0,1
235,889,0,0,1
236,893,0,0,1
237,900,0,0,1
238,901,0,0,1
239,905,0,0,1
240,907,0,0,1
241,911,0,0,1
242,914,0,0,1
243,919,0,0,1
244,920,0,0,1
245,926,0,0,1
246,928,0,0,1
247,935,0,0,1
248,936,0,0,1
249,939,0,0,1
250,945,0,0,1
251,949,0,0,1
252,952,0,1,0
253,953,0,0,1
254,964,0,0,1
255,965,0,0,1
256,972,0,0,1
257,979,0,0,1
258,998,0,1,0
259,999,0,0,1
260,1017,0,0,1
261,1022,0,0,1
262,1025,0,0,1
263,1029,0,0,1
264,1033,0,0,1
265,1034,0,0,1
266,1044,0,0,1
267,1045,0,0,1
268,1046,0,0,1
269,1056,0,1,0
270,1061,0,0,1
271,1063,0,0,1
272,1064,0,0,1
273,1067,0,0,1
274,1070,0,0,1
275,1074,0,0,1
276,1078,0,0,1
277,1081,0,0,1
278,1083,0,0,1
279,1084,0,0,1
280,1087,0,0,1
281,1089,0,0,1
282,1090,0,0,1
283,1091,0,0,1
284,1100,0,1,0
285,1101,0,0,1
286,1104,0,0,1
287,1111,0,2,0
288,1113,0,0,1
289,1116,0,0,1
290,1121,0,1,0
291,1122,0,1,0
292,1124,0,0,1
293,1128,0,0,1
294,1129,0,0,1
295,1131,0,0,1
296,1135,0,0,1
297,1138,0,0,1
298,1144,0,3,0
299,1145,0,0,1
300,1147,0,0,1
301,1154,0,0,1
302,1158,0,0,1
303,1160,0,0,1
304,1161,0,0,1
305,1165,0,0,1
306,1168,0,0,1
307,1174,0,0,1
308,1175,0,0,1
309,1180,0,0,1
310,1182,0,0,1
311,1189,0,0,1
312,1193,0,0,1
313,1195,0,0,1
314,1196,0,0,1
315,1198,0,0,1
316,1202,0,0,1
317,1203,0,0,1
318,1212,0,0,1
319,1218,0,0,1
