,Hearbeat ID,Ground Truth,Predicted Category,Comparison Result
0,61,0,0,1
1,87,0,0,1
2,100,0,0,1
3,113,0,0,1
4,137,0,0,1
5,151,0,0,1
6,163,0,0,1
7,195,0,0,1
8,210,0,0,1
9,252,0,0,1
10,267,0,0,1
11,269,0,2,0
12,310,0,0,1
13,322,0,0,1
14,348,0,0,1
15,376,0,0,1
16,378,0,0,1
17,503,0,0,1
18,504,0,0,1
19,526,0,0,1
20,537,0,0,1
21,553,0,0,1
22,556,0,0,1
23,563,0,0,1
24,569,0,0,1
25,639,0,0,1
26,688,0,3,0
27,697,0,0,1
28,714,0,0,1
29,777,0,0,1
30,803,0,0,1
31,805,0,0,1
32,852,0,0,1
33,853,0,3,0
34,865,0,0,1
35,1007,0,0,1
36,1056,0,1,0
37,1073,0,0,1
38,1076,0,0,1
39,1077,0,3,0
40,1124,0,0,1
41,1143,0,0,1
42,1149,0,0,1
43,1155,0,0,1
44,1173,0,0,1
45,1211,0,0,1
46,1221,0,0,1
47,1271,0,0,1
48,1294,0,0,1
49,1313,0,0,1
50,1319,0,0,1
51,1330,0,0,1
52,1338,0,0,1
53,1448,0,0,1
54,1455,0,0,1
55,1486,0,0,1
56,1489,0,0,1
57,1493,0,0,1
58,1558,0,0,1
59,1560,0,0,1
60,1592,0,0,1
61,1604,0,0,1
62,1632,0,0,1
63,1650,0,0,1
64,1710,0,0,1
65,1723,0,0,1
66,1725,0,0,1
67,1752,0,3,0
68,1755,0,3,0
69,1771,0,0,1
70,1780,0,0,1
71,1864,0,0,1
72,1887,0,0,1
73,1895,0,0,1
74,1937,0,0,1
75,1946,0,0,1
76,2039,0,0,1
77,2058,0,0,1
78,2094,0,0,1
79,2117,0,0,1
80,2154,0,0,1
81,2205,0,0,1
82,2211,0,0,1
83,2226,0,0,1
84,2229,0,0,1
85,2235,0,0,1
86,2322,0,0,1
87,2356,0,0,1
88,2360,0,0,1
89,2367,0,0,1
90,2375,0,3,0
91,2399,0,0,1
92,2428,0,0,1
93,2455,0,0,1
94,2456,0,0,1
95,2471,0,0,1
96,2502,0,0,1
97,2503,0,0,1
98,2522,0,0,1
99,2567,0,0,1
100,2595,0,0,1
101,2618,0,0,1
102,2620,0,0,1
103,2626,0,2,0
104,2648,0,0,1
105,2661,0,0,1
106,2686,0,0,1
107,2713,0,0,1
108,2739,0,0,1
109,2740,0,0,1
110,2752,0,0,1
111,2768,0,0,1
112,2773,0,0,1
113,2821,0,0,1
114,2822,0,0,1
115,2912,0,0,1
116,2933,0,0,1
117,2936,0,0,1
118,2989,0,0,1
119,2997,0,0,1
120,3019,0,0,1
121,3029,0,0,1
122,3046,0,0,1
123,3055,0,0,1
124,3082,0,0,1
125,3098,0,0,1
126,3111,0,0,1
127,3113,0,0,1
128,3187,0,0,1
129,3193,0,0,1
130,3200,0,0,1
131,3206,0,0,1
132,3208,0,0,1
133,3224,0,0,1
134,3227,0,0,1
135,3239,0,0,1
136,3241,0,0,1
137,3256,0,0,1
138,3331,0,0,1
139,3342,0,0,1
140,3354,0,0,1
141,3356,0,0,1
142,3404,0,0,1
143,3416,0,0,1
